Tag,Keyword,Attribute name,VR,Field name of a table,Type,Size if settings
00102203,PatientSexNeutered,Patient's Sex Neutered,CS,patient_s_sex_neutered,String,128
00102210,AnatomicalOrientationType,Anatomical Orientation Type,CS,anatomical_orientation_type,String,128
00102292,PatientBreedDescription,Patient Breed Description,LO,patient_breed_description,String,512
00102293,PatientBreedCodeSequence,Patient Breed Code Sequence,SQ,patient_breed_code_sequence,String,128
00102294,BreedRegistrationSequence,Breed Registration Sequence,SQ,breed_registration_sequence,String,128
00102295,BreedRegistrationNumber,Breed Registration Number,LO,breed_registration_number,String,512
00102296,BreedRegistryCodeSequence,Breed Registry Code Sequence,SQ,breed_registry_code_sequence,String,128
00102297,ResponsiblePerson,Responsible Person,PN,responsible_person,String,512
00102298,ResponsiblePersonRole,Responsible Person Role,CS,responsible_person_role,String,128
00102299,ResponsibleOrganization,Responsible Organization,LO,responsible_organization,String,512
00104000,PatientComments,Patient Comments,LT,patient_comments,Text
00109431,ExaminedBodyThickness,Examined Body Thickness,FL,examined_body_thickness,String,32
00120010,ClinicalTrialSponsorName,Clinical Trial Sponsor Name,LO,clinical_trial_sponsor_name,String,512
00120020,ClinicalTrialProtocolID,Clinical Trial Protocol ID,LO,clinical_trial_protocol_id,String,512
00120021,ClinicalTrialProtocolName,Clinical Trial Protocol Name,LO,clinical_trial_protocol_name,String,512
00120030,ClinicalTrialSiteID,Clinical Trial Site ID,LO,clinical_trial_site_id,String,512
00120031,ClinicalTrialSiteName,Clinical Trial Site Name,LO,clinical_trial_site_name,String,512
00120040,ClinicalTrialSubjectID,Clinical Trial Subject ID,LO,clinical_trial_subject_id,String,512
00120042,ClinicalTrialSubjectReadingID,Clinical Trial Subject Reading ID,LO,clinical_trial_subject_reading_id,String,512
00120050,ClinicalTrialTimePointID,Clinical Trial Time Point ID,LO,clinical_trial_time_point_id,String,512
00120051,ClinicalTrialTimePointDescription,Clinical Trial Time Point Description,ST,clinical_trial_time_point_description,Text
00120052,LongitudinalTemporalOffsetFromEvent,Longitudinal Temporal Offset from Event,FD,longitudinal_temporal_offset_from_event,String,64
00120053,LongitudinalTemporalEventType,Longitudinal Temporal Event Type,CS,longitudinal_temporal_event_type,String,128
00120060,ClinicalTrialCoordinatingCenterName,Clinical Trial Coordinating Center Name,LO,clinical_trial_coordinating_center_name,String,512
00120062,PatientIdentityRemoved,Patient Identity Removed,CS,patient_identity_removed,String,128
00120063,DeidentificationMethod,De-identification Method,LO,de_identification_method,String,512
00120064,DeidentificationMethodCodeSequence,De-identification Method Code Sequence,SQ,de_identification_method_code_sequence,String,128
00120071,ClinicalTrialSeriesID,Clinical Trial Series ID,LO,clinical_trial_series_id,String,512
00120072,ClinicalTrialSeriesDescription,Clinical Trial Series Description,LO,clinical_trial_series_description,String,512
00120081,ClinicalTrialProtocolEthicsCommitteeName,Clinical Trial Protocol Ethics Committee Name,LO,clinical_trial_protocol_ethics_committee_name,String,512
00120082,ClinicalTrialProtocolEthicsCommitteeApprovalNumber,Clinical Trial Protocol Ethics Committee Approval Number,LO,clinical_trial_protocol_ethics_committee_approval_number,String,512
00120083,ConsentForClinicalTrialUseSequence,Consent for Clinical Trial Use Sequence,SQ,consent_for_clinical_trial_use_sequence,String,128
00120084,DistributionType,Distribution Type,CS,distribution_type,String,128
00120085,ConsentForDistributionFlag,Consent for Distribution Flag,CS,consent_for_distribution_flag,String,128
00120086,EthicsCommitteeApprovalEffectivenessStartDate,Ethics Committee Approval Effectiveness Start Date,DA,ethics_committee_approval_effectiveness_start_date,String,64
00120087,EthicsCommitteeApprovalEffectivenessEndDate,Ethics Committee Approval Effectiveness End Date,DA,ethics_committee_approval_effectiveness_end_date,String,64
00140023,CADFileFormat,CAD File Format,ST,cad_file_format,Text
00140024,ComponentReferenceSystem,Component Reference System,ST,component_reference_system,Text
00140025,ComponentManufacturingProcedure,Component Manufacturing Procedure,ST,component_manufacturing_procedure,Text
00140028,ComponentManufacturer,Component Manufacturer,ST,component_manufacturer,Text
00140030,MaterialThickness,Material Thickness,DS,material_thickness,String,128
00140032,MaterialPipeDiameter,Material Pipe Diameter,DS,material_pipe_diameter,String,128
00140034,MaterialIsolationDiameter,Material Isolation Diameter,DS,material_isolation_diameter,String,128
00140042,MaterialGrade,Material Grade,ST,material_grade,Text
00140044,MaterialPropertiesDescription,Material Properties Description,ST,material_properties_description,Text
00140045,MaterialPropertiesFileFormatRetired,Material Properties File Format (Retired),ST,material_properties_file_format_retired,Text
00140046,MaterialNotes,Material Notes,LT,material_notes,Text
00140050,ComponentShape,Component Shape,CS,component_shape,String,128
00140052,CurvatureType,Curvature Type,CS,curvature_type,String,128
00140054,OuterDiameter,Outer Diameter,DS,outer_diameter,String,128
00140056,InnerDiameter,Inner Diameter,DS,inner_diameter,String,128
00140100,ComponentWelderIDs,Component Welder IDs,LO,component_welder_ids,String,512
00140101,SecondaryApprovalStatus,Secondary Approval Status,CS,secondary_approval_status,String,128
00140102,SecondaryReviewDate,Secondary Review Date,DA,secondary_review_date,String,64
00140103,SecondaryReviewTime,Secondary Review Time,TM,secondary_review_time,String,128
00140104,SecondaryReviewerName,Secondary Reviewer Name,PN,secondary_reviewer_name,String,512
00140105,RepairID,Repair ID,ST,repair_id,Text
00140106,MultipleComponentApprovalSequence,Multiple Component Approval Sequence,SQ,multiple_component_approval_sequence,String,128
00140107,OtherApprovalStatus,Other Approval Status,CS,other_approval_status,String,128
00140108,OtherSecondaryApprovalStatus,Other Secondary Approval Status,CS,other_secondary_approval_status,String,128
00141010,ActualEnvironmentalConditions,Actual Environmental Conditions,ST,actual_environmental_conditions,Text
00141020,ExpiryDate,Expiry Date,DA,expiry_date,String,64
00141040,EnvironmentalConditions,Environmental Conditions,ST,environmental_conditions,Text
00142002,EvaluatorSequence,Evaluator Sequence,SQ,evaluator_sequence,String,128
00142004,EvaluatorNumber,Evaluator Number,IS,evaluator_number,String,96
00142006,EvaluatorName,Evaluator Name,PN,evaluator_name,String,512
00142008,EvaluationAttempt,Evaluation Attempt,IS,evaluation_attempt,String,96
00142012,IndicationSequence,Indication Sequence,SQ,indication_sequence,String,128
00142014,IndicationNumber,Indication Number,IS,indication_number,String,96
00142016,IndicationLabel,Indication Label,SH,indication_label,String,128
00142018,IndicationDescription,Indication Description,ST,indication_description,Text
0014201A,IndicationType,Indication Type,CS,indication_type,String,128
0014201C,IndicationDisposition,Indication Disposition,CS,indication_disposition,String,128
0014201E,IndicationROISequence,Indication ROI Sequence,SQ,indication_roi_sequence,String,128
00142030,IndicationPhysicalPropertySequence,Indication Physical Property Sequence,SQ,indication_physical_property_sequence,String,128
00142032,PropertyLabel,Property Label,SH,property_label,String,128
00142202,CoordinateSystemNumberOfAxes,Coordinate System Number of Axes,IS,coordinate_system_number_of_axes,String,96
00142204,CoordinateSystemAxesSequence,Coordinate System Axes Sequence,SQ,coordinate_system_axes_sequence,String,128
00142206,CoordinateSystemAxisDescription,Coordinate System Axis Description,ST,coordinate_system_axis_description,Text
00142208,CoordinateSystemDataSetMapping,Coordinate System Data Set Mapping,CS,coordinate_system_data_set_mapping,String,128
0014220A,CoordinateSystemAxisNumber,Coordinate System Axis Number,IS,coordinate_system_axis_number,String,96
0014220C,CoordinateSystemAxisType,Coordinate System Axis Type,CS,coordinate_system_axis_type,String,128
0014220E,CoordinateSystemAxisUnits,Coordinate System Axis Units,CS,coordinate_system_axis_units,String,128
00142210,CoordinateSystemAxisValues,Coordinate System Axis Values,OB,coordinate_system_axis_values,String,64
00142220,CoordinateSystemTransformSequence,Coordinate System Transform Sequence,SQ,coordinate_system_transform_sequence,String,128
00142222,TransformDescription,Transform Description,ST,transform_description,Text
00142224,TransformNumberOfAxes,Transform Number of Axes,IS,transform_number_of_axes,String,96
00142226,TransformOrderOfAxes,Transform Order of Axes,IS,transform_order_of_axes,String,96
00142228,TransformedAxisUnits,Transformed Axis Units,CS,transformed_axis_units,String,128
0014222A,CoordinateSystemTransformRotationAndScaleMatrix,Coordinate System Transform Rotation and Scale Matrix,DS,coordinate_system_transform_rotation_and_scale_matrix,String,128
0014222C,CoordinateSystemTransformTranslationMatrix,Coordinate System Transform Translation Matrix,DS,coordinate_system_transform_translation_matrix,String,128
00143011,InternalDetectorFrameTime,Internal Detector Frame Time,DS,internal_detector_frame_time,String,128
00143012,NumberOfFramesIntegrated,Number of Frames Integrated,DS,number_of_frames_integrated,String,128
00143020,DetectorTemperatureSequence,Detector Temperature Sequence,SQ,detector_temperature_sequence,String,128
00143022,SensorName,Sensor Name,ST,sensor_name,Text
00143024,HorizontalOffsetOfSensor,Horizontal Offset of Sensor,DS,horizontal_offset_of_sensor,String,128
00143026,VerticalOffsetOfSensor,Vertical Offset of Sensor,DS,vertical_offset_of_sensor,String,128
00143028,SensorTemperature,Sensor Temperature,DS,sensor_temperature,String,128
00143040,DarkCurrentSequence,Dark Current Sequence,SQ,dark_current_sequence,String,128
00143050,DarkCurrentCounts,Dark Current Counts,OB or OW,dark_current_counts,String,64
00143060,GainCorrectionReferenceSequence,Gain Correction Reference Sequence,SQ,gain_correction_reference_sequence,String,128
00143070,AirCounts,Air Counts,OB or OW,air_counts,String,64
00143071,KVUsedInGainCalibration,KV Used in Gain Calibration,DS,kv_used_in_gain_calibration,String,128
00143072,MAUsedInGainCalibration,MA Used in Gain Calibration,DS,ma_used_in_gain_calibration,String,128
00143073,NumberOfFramesUsedForIntegration,Number of Frames Used for Integration,DS,number_of_frames_used_for_integration,String,128
00143074,FilterMaterialUsedInGainCalibration,Filter Material Used in Gain Calibration,LO,filter_material_used_in_gain_calibration,String,512
00143075,FilterThicknessUsedInGainCalibration,Filter Thickness Used in Gain Calibration,DS,filter_thickness_used_in_gain_calibration,String,128
00143076,DateOfGainCalibration,Date of Gain Calibration,DA,date_of_gain_calibration,String,64
00143077,TimeOfGainCalibration,Time of Gain Calibration,TM,time_of_gain_calibration,String,128
00143080,BadPixelImage,Bad Pixel Image,OB,bad_pixel_image,String,64
00143099,CalibrationNotes,Calibration Notes,LT,calibration_notes,Text
00144002,PulserEquipmentSequence,Pulser Equipment Sequence,SQ,pulser_equipment_sequence,String,128
00144004,PulserType,Pulser Type,CS,pulser_type,String,128
00144006,PulserNotes,Pulser Notes,LT,pulser_notes,Text
00144008,ReceiverEquipmentSequence,Receiver Equipment Sequence,SQ,receiver_equipment_sequence,String,128
0014400A,AmplifierType,Amplifier Type,CS,amplifier_type,String,128
0014400C,ReceiverNotes,Receiver Notes,LT,receiver_notes,Text
0014400E,PreAmplifierEquipmentSequence,Pre-Amplifier Equipment Sequence,SQ,pre_amplifier_equipment_sequence,String,128
0014400F,PreAmplifierNotes,Pre-Amplifier Notes,LT,pre_amplifier_notes,Text
00144010,TransmitTransducerSequence,Transmit Transducer Sequence,SQ,transmit_transducer_sequence,String,128
00144011,ReceiveTransducerSequence,Receive Transducer Sequence,SQ,receive_transducer_sequence,String,128
00144012,NumberOfElements,Number of Elements,US,number_of_elements,String,16
00144013,ElementShape,Element Shape,CS,element_shape,String,128
00144014,ElementDimensionA,Element Dimension A,DS,element_dimension_a,String,128
00144015,ElementDimensionB,Element Dimension B,DS,element_dimension_b,String,128
00144016,ElementPitchA,Element Pitch A,DS,element_pitch_a,String,128
00144017,MeasuredBeamDimensionA,Measured Beam Dimension A,DS,measured_beam_dimension_a,String,128
00144018,MeasuredBeamDimensionB,Measured Beam Dimension B,DS,measured_beam_dimension_b,String,128
00144019,LocationOfMeasuredBeamDiameter,Location of Measured Beam Diameter,DS,location_of_measured_beam_diameter,String,128
0014401A,NominalFrequency,Nominal Frequency,DS,nominal_frequency,String,128
0014401B,MeasuredCenterFrequency,Measured Center Frequency,DS,measured_center_frequency,String,128
0014401C,MeasuredBandwidth,Measured Bandwidth,DS,measured_bandwidth,String,128
0014401D,ElementPitchB,Element Pitch B,DS,element_pitch_b,String,128
00144020,PulserSettingsSequence,Pulser Settings Sequence,SQ,pulser_settings_sequence,String,128
00144022,PulseWidth,Pulse Width,DS,pulse_width,String,128
00144024,ExcitationFrequency,Excitation Frequency,DS,excitation_frequency,String,128
00144026,ModulationType,Modulation Type,CS,modulation_type,String,128
00144028,Damping,Damping,DS,damping,String,128
00144030,ReceiverSettingsSequence,Receiver Settings Sequence,SQ,receiver_settings_sequence,String,128
00144031,AcquiredSoundpathLength,Acquired Soundpath Length,DS,acquired_soundpath_length,String,128
00144032,AcquisitionCompressionType,Acquisition Compression Type,CS,acquisition_compression_type,String,128
00144033,AcquisitionSampleSize,Acquisition Sample Size,IS,acquisition_sample_size,String,96
00144034,RectifierSmoothing,Rectifier Smoothing,DS,rectifier_smoothing,String,128
00144035,DACSequence,DAC Sequence,SQ,dac_sequence,String,128
